State,Year,AvgTemp,AvgHumidity,TotalRainfall,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Tamil Nadu,2008,27.5,72,950,Tapioca,Whole Year ,124301.0,4533359.0,1201.9,17780015.04,11187.09,35.91833333
Tamil Nadu,2009,26.8,69,830,Tapioca,Whole Year ,118647.0,4089545.0,928.5,18487575.54,20169.99,35.70034483
Tamil Nadu,2011,27.2,71,890,Tapioca,Whole Year ,105350.0,3967751.0,926.5,17648232.0,34765.5,37.77344828
Tamil Nadu,2013,26.9,68,880,Tapioca,Whole Year ,83526.0,2499280.0,740.9,12068671.74,22552.02,32.50806452
Tamil Nadu,2014,28.2,75,1100,Tapioca,Whole Year ,87924.0,2851761.0,911.3,13273007.04,29014.92,35.751
Tamil Nadu,2015,26.5,67,790,Tapioca,Whole Year ,86236.0,2366723.0,1201.9,13617526.76,28457.88,30.10548387
Tamil Nadu,2016,28.0,72,1070,Tapioca,Whole Year ,76420.0,2012746.0,912.4,11711365.0,26747.0,26.67741935
Tamil Nadu,2017,27.3,70,850,Tapioca,Whole Year ,79344.0,2715116.0,970.9,12491919.36,30150.72,34.53967742
Tamil Nadu,2018,28.4,76,1150,Tapioca,Whole Year ,75644.0,2629655.0,986.2,12269456.8,26475.4,34.88068966
Tamil Nadu,2019,27.0,69,920,Tapioca,Whole Year ,81143.0,3065106.0,910.1,13937121.68,30022.91,40.04866667
Kerala,2008,25.6,77,2850,Tapioca,Whole Year ,87241.0,2712114.0,2524.8,12478952.64,7851.69,31.64142857
Kerala,2009,24.9,75,2650,Tapioca,Whole Year ,74925.0,2525384.0,2821.5,11674813.5,12737.25,34.51142857
Kerala,2010,26.4,79,3020,Tapioca,Whole Year ,72284.1,2408962.0,3131.8,12007111.85,17348.184,34.24
Kerala,2011,25.8,76,2780,Tapioca,Whole Year ,74497.84,2547399.0,3035.1,12479878.16,24584.2872,34.15642857
Kerala,2012,26.3,78,2950,Tapioca,Whole Year ,69586.0,2458515.0,2187.6,10493568.8,21571.66,35.29428571
Kerala,2013,25.6,74,2830,Tapioca,Whole Year ,67589.0,2473070.0,3255.4,9765934.61,18249.03,36.01214286
Kerala,2014,26.0,77,2900,Tapioca,Whole Year ,75493.0,2943919.0,3046.4,11396423.28,24912.69,38.105
Kerala,2015,25.9,74,2750,Tapioca,Whole Year ,69404.71,2662610.0,2602.9,10959697.76,22903.5543,38.13857143
Kerala,2016,26.5,78,2950,Tapioca,Whole Year ,68664.0,2529729.0,2924.3,10522758.0,24032.4,36.88928571
Kerala,2017,26.0,76,2800,Tapioca,Whole Year ,70193.0,2697319.0,2664.8,11051185.92,26673.34,38.12142857
Kerala,2018,26.6,79,3000,Tapioca,Whole Year ,61874.16,2325006.0,2989.7,10035988.75,21655.956,36.30214286
Kerala,2019,26.1,77,2920,Tapioca,Whole Year ,62070.0,2592633.0,3119.2,10661143.2,22965.9,41.95142857
Puducherry,2008,28.5,74,1356,Tapioca,Kharif     ,300.0,8880.0,1434.5875,42912.0,27.0,20.0
Puducherry,2008,28.5,74,1356,Tapioca,Rabi       ,1.0,29.0,1434.5875,143.04,0.09,29.0
Puducherry,2009,28.1,73,1284,Tapioca,Kharif     ,242.0,6769.0,1434.5875,37708.44,41.14,18.97
Puducherry,2009,28.1,73,1284,Tapioca,Rabi       ,3.0,44.0,1434.5875,467.46,0.51,17.5
Puducherry,2010,28.8,75,1427,Tapioca,Kharif     ,256.0,4783.0,1434.5875,42524.16,61.44,15.8
Puducherry,2010,28.8,75,1427,Tapioca,Rabi       ,3.0,57.0,1434.5875,498.33,0.72,19.0
Puducherry,2011,28.3,74,1312,Tapioca,Kharif     ,245.0,6064.0,1434.5875,41042.4,80.85,18.725
Puducherry,2011,28.3,74,1312,Tapioca,Rabi       ,1.0,24.0,1434.5875,167.52,0.33,24.0
Puducherry,2012,29.0,76,1485,Tapioca,Kharif     ,181.0,4319.0,1098.3,27294.8,56.11,23.86
Puducherry,2012,29.0,76,1485,Tapioca,Rabi       ,7.0,120.0,1098.3,1055.6,2.17,17.14
Puducherry,2013,28.4,73,1257,Tapioca,Kharif     ,166.0,4980.0,1083.2,23985.34,44.82,30.0
Puducherry,2013,28.4,73,1257,Tapioca,Rabi       ,17.0,424.0,1083.2,2456.33,4.59,24.94
Puducherry,2014,29.1,77,1542,Tapioca,Kharif     ,188.0,4782.0,1330.0,28380.48,62.04,25.44
Puducherry,2014,29.1,77,1542,Tapioca,Rabi       ,17.0,432.0,1330.0,2566.32,5.61,25.41
Puducherry,2015,28.6,74,1386,Tapioca,Rabi       ,209.0,4388.0,1980.6,33003.19,68.97,30.17
Puducherry,2016,29.3,75,1454,Tapioca,Kharif     ,157.0,3215.0,1391.3,24060.25,54.95,27.5
Puducherry,2016,29.3,75,1454,Tapioca,Rabi       ,11.0,173.0,1391.3,1685.75,3.85,15.73
Puducherry,2017,28.8,74,1320,Tapioca,Kharif     ,183.0,3770.0,1582.4,28811.52,69.54,31.0
Puducherry,2017,28.8,74,1320,Tapioca,Rabi       ,4.0,80.0,1582.4,629.76,1.52,20.0
Puducherry,2018,29.5,77,1517,Tapioca,Kharif     ,182.0,4537.0,1693.9,29520.4,63.7,32.25
Puducherry,2018,29.5,77,1517,Tapioca,Rabi       ,6.0,147.0,1693.9,973.2,2.1,24.5
Puducherry,2019,29.0,75,1402,Tapioca,Kharif     ,170.0,4218.0,1317.0,29199.2,62.9,29.75
Puducherry,2019,29.0,75,1402,Tapioca,Rabi       ,8.0,196.0,1317.0,1374.08,2.96,24.5
Mizoram,2008,21.2,84,2874,Tapioca,Kharif     ,65.0,286.0,1912.1,9297.6,5.85,2.646666667
Mizoram,2009,21.0,83,2782,Tapioca,Kharif     ,194.0,1397.0,2086.3,30229.08,32.98,10.416
Mizoram,2010,21.4,85,2947,Tapioca,Kharif     ,278.0,1080.0,2738.7,46178.58,66.72,6.6975
Mizoram,2011,21.1,84,2831,Tapioca,Kharif     ,391.0,1294.0,2439.340909,65500.32,129.03,4.176666667
Mizoram,2012,21.6,86,3024,Tapioca,Kharif     ,55.0,419.0,2050.2,8294.0,17.05,7.94
Mizoram,2013,21.3,83,2752,Tapioca,Kharif     ,223.0,1790.0,1848.8,32221.27,60.21,10.674
Mizoram,2014,21.8,85,3107,Tapioca,Kharif     ,161.0,1490.0,2029.9,24304.56,53.13,9.096
Mizoram,2015,21.5,84,2916,Tapioca,Kharif     ,135.0,460.0,2310.8,21317.85,44.55,4.1975
Mizoram,2016,22.0,86,3174,Tapioca,Kharif     ,164.0,1884.0,2626.8,25133.0,57.4,10.20666667
Mizoram,2017,21.7,84,2952,Tapioca,Kharif     ,194.0,1914.0,3865.8,30543.36,73.72,9.876666667
Mizoram,2018,22.2,87,3242,Tapioca,Kharif     ,154.0,1795.0,1665.2,24978.8,53.9,11.022
Mizoram,2019,21.9,85,3027,Tapioca,Kharif     ,137.0,846.0,2178.5,23531.12,50.69,6.4525
Karnataka,2008,27.8,63,845,Tapioca,Whole Year ,872.0,8464.0,1164.1,124730.88,78.48,9.78875
Karnataka,2009,27.3,62,782,Tapioca,Whole Year ,881.0,8161.0,1321.0,137277.42,149.77,9.647777778
Karnataka,2010,28.1,64,917,Tapioca,Whole Year ,879.0,9712.0,1317.7,146010.69,210.96,11.11777778
Karnataka,2011,27.6,63,834,Tapioca,Whole Year ,860.0,9077.0,1178.986364,144067.2,283.8,10.35222222
Karnataka,2012,28.2,65,972,Tapioca,Whole Year ,892.0,9424.0,956.2,134513.6,276.52,10.38090909
Karnataka,2013,27.5,62,807,Tapioca,Whole Year ,772.0,6751.0,1235.6,111546.28,208.44,8.904444444
Karnataka,2014,28.4,66,1029,Tapioca,Whole Year ,730.0,6557.0,1238.5,110200.8,240.9,9.176666667
Karnataka,2015,27.8,64,876,Tapioca,Whole Year ,1277.0,9560.0,1024.9,201651.07,421.41,7.701818182
Karnataka,2016,28.6,65,1004,Tapioca,Whole Year ,687.0,4166.0,1147.2,105282.75,240.45,6.5375
Karnataka,2017,27.9,64,920,Tapioca,Whole Year ,731.0,6116.0,1111.7,115088.64,277.78,8.602
Karnataka,2018,28.7,66,1052,Tapioca,Whole Year ,635.0,8439.0,1419.1,102997.0,222.25,13.2452381
Karnataka,2019,28.2,65,947,Tapioca,Whole Year ,860.0,10921.0,1422.3,147713.6,318.2,12.70956522
Assam,2008,26.2,84,2356,Tapioca,Whole Year ,3045.0,14397.0,2109.9,435556.8,274.05,4.509615385
Assam,2009,25.8,83,2287,Tapioca,Whole Year ,3205.0,15286.0,1727.1,499403.1,544.85,4.463076923
Assam,2010,26.4,85,2425,Tapioca,Whole Year ,4179.0,19922.0,2578.5,694173.69,1002.96,4.5232
Assam,2011,26.0,84,2338,Tapioca,Whole Year ,3875.0,28281.0,1743.4,649140.0,1278.75,8.222307692
Assam,2012,26.6,86,2497,Tapioca,Whole Year ,3866.0,31306.0,2167.5,582992.8,1198.46,8.665555556
Assam,2013,26.2,83,2302,Tapioca,Whole Year ,3128.0,27642.0,1797.7,451964.72,844.56,8.4792
Assam,2014,26.8,85,2542,Tapioca,Whole Year ,3301.0,30090.0,1899.0,498318.96,1089.33,8.383461538
Assam,2015,26.4,84,2416,Tapioca,Whole Year ,3177.0,29139.0,2155.3,501680.07,1048.41,8.456538462
Assam,2016,27.0,86,2512,Tapioca,Whole Year ,3266.0,30050.0,2296.8,500514.5,1143.1,8.355
Assam,2017,26.7,84,2387,Tapioca,Whole Year ,3117.0,28868.0,2098.563636,490740.48,1184.46,8.3752
Assam,2018,27.4,86,2602,Tapioca,Whole Year ,3364.0,31751.0,2372.9,545640.8,1177.4,8.9004
Assam,2019,26.9,85,2475,Tapioca,Whole Year ,3289.0,31794.0,2084.7,564918.64,1216.93,8.9104
Meghalaya,2008,17.2,85,2442,Tapioca,Whole Year ,4187.0,21773.0,3114.3,598908.48,376.83,6.267142857
Meghalaya,2009,16.8,84,2377,Tapioca,Kharif     ,4210.0,21152.0,2995.9,656002.2,715.7,6.02
Meghalaya,2010,17.5,86,2515,Tapioca,Kharif     ,4180.0,21793.0,3119.7,694339.8,1003.2,6.087142857
Meghalaya,2011,17.1,85,2428,Tapioca,Kharif     ,4203.0,22046.0,4083.104545,704086.56,1386.99,6.122857143
Meghalaya,2012,17.8,87,2597,Tapioca,Kharif     ,4983.0,29749.0,2945.3,751436.4,1544.73,6.795714286
Meghalaya,2013,17.4,84,2402,Tapioca,Kharif     ,5298.0,31947.0,2448.4,765508.02,1430.46,6.927272727
Meghalaya,2014,18.1,86,2642,Tapioca,Kharif     ,5349.0,32551.0,3484.4,807485.04,1765.17,6.94
Meghalaya,2015,17.7,85,2516,Tapioca,Kharif     ,5414.0,33304.0,3870.8,854924.74,1786.62,7.021818182
Meghalaya,2016,18.4,87,2612,Tapioca,Kharif     ,5392.0,35407.0,3837.1,826324.0,1887.2,7.550909091
Meghalaya,2017,18.0,85,2487,Tapioca,Kharif     ,5408.0,35528.0,4472.3,851435.52,2055.04,7.553636364
Meghalaya,2018,18.7,87,2692,Tapioca,Kharif     ,5416.0,35594.0,5649.1,878475.2,1895.6,7.553636364
Meghalaya,2019,18.3,86,2567,Tapioca,Kharif     ,5424.0,35658.0,3844.4,931626.24,2006.88,7.553636364
